[16/Jun/2023 15:57:50] INFO [django.utils.autoreload:668] Watching for file changes with StatReloader
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:330] Waiting for apps ready_event.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:342] Apps ready_event triggered. Sending autoreload_started signal.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/debug_toolbar/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/services/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/payments/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/geemap/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/users/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/ckeditor/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/captcha/templates with glob **/*.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/modeltranslation/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/whitenoise/runserver_nostatic/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/debug_toolbar/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/ckeditor/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/hitcount/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/captcha/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/users/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/services/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/payments/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/geemap/locale with glob **/*.mo.
[16/Jun/2023 15:57:50] DEBUG [django.utils.autoreload:296] Watching dir /home/daniel/Documents/code/pnb_main/locale with glob **/*.mo.
[16/Jun/2023 15:57:52] DEBUG [django.utils.autoreload:394] File /home/daniel/Documents/code/pnb_main/myvenv/lib/python3.10/site-packages/django/contrib/sessions/exceptions.py first seen with mtime 1686919032.3258991
[16/Jun/2023 16:03:06] DEBUG [django.db.backends:131] (0.001) 
                SELECT VERSION(),
                       @@sql_mode,
                       @@default_storage_engine,
                       @@sql_auto_is_null,
                       @@lower_case_table_names,
                       CONVERT_TZ('2001-01-01 01:00:00', 'UTC', 'UTC') IS NOT NULL
            ; args=None; alias=default
[16/Jun/2023 16:03:06] DEBUG [django.db.backends:131] (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None; alias=default
[16/Jun/2023 16:03:06] DEBUG [django.db.backends:131] (0.000) 
                SELECT VERSION(),
                       @@sql_mode,
                       @@default_storage_engine,
                       @@sql_auto_is_null,
                       @@lower_case_table_names,
                       CONVERT_TZ('2001-01-01 01:00:00', 'UTC', 'UTC') IS NOT NULL
            ; args=None; alias=default
[16/Jun/2023 16:03:06] DEBUG [django.db.backends:131] (0.000) SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED; args=None; alias=default
[16/Jun/2023 16:03:06] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:06] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:06] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:06] DEBUG [django.db.backends.schema:188] CREATE TABLE `django_migrations` (`id` bigint AUTO_INCREMENT NOT NULL PRIMARY KEY, `app` varchar(255) NOT NULL, `name` varchar(255) NOT NULL, `applied` datetime(6) NOT NULL); (params None)
[16/Jun/2023 16:03:06] DEBUG [django.db.backends:131] (0.019) CREATE TABLE `django_migrations` (`id` bigint AUTO_INCREMENT NOT NULL PRIMARY KEY, `app` varchar(255) NOT NULL, `name` varchar(255) NOT NULL, `applied` datetime(6) NOT NULL); args=None; alias=default
[16/Jun/2023 16:03:06] DEBUG [django.db.backends.schema:188] CREATE TABLE `django_content_type` (`id` integer AUTO_INCREMENT NOT NULL PRIMARY KEY, `name` varchar(100) NOT NULL, `app_label` varchar(100) NOT NULL, `model` varchar(100) NOT NULL); (params None)
[16/Jun/2023 16:03:06] DEBUG [django.db.backends:131] (0.017) CREATE TABLE `django_content_type` (`id` integer AUTO_INCREMENT NOT NULL PRIMARY KEY, `name` varchar(100) NOT NULL, `app_label` varchar(100) NOT NULL, `model` varchar(100) NOT NULL); args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `django_content_type` ADD CONSTRAINT `django_content_type_app_label_model_76bd3d3b_uniq` UNIQUE (`app_label`, `model`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.021) ALTER TABLE `django_content_type` ADD CONSTRAINT `django_content_type_app_label_model_76bd3d3b_uniq` UNIQUE (`app_label`, `model`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.004) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('contenttypes', '0001_initial', '2023-06-16 13:03:07.025109'); args=['contenttypes', '0001_initial', '2023-06-16 13:03:07.025109']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] CREATE TABLE `auth_permission` (`id` integer AUTO_INCREMENT NOT NULL PRIMARY KEY, `name` varchar(50) NOT NULL, `content_type_id` integer NOT NULL, `codename` varchar(100) NOT NULL); (params None)
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.021) CREATE TABLE `auth_permission` (`id` integer AUTO_INCREMENT NOT NULL PRIMARY KEY, `name` varchar(50) NOT NULL, `content_type_id` integer NOT NULL, `codename` varchar(100) NOT NULL); args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT engine
            FROM information_schema.tables
            WHERE
                table_name = 'auth_permission' AND
                table_schema = DATABASE()
            ; args=['auth_permission']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] CREATE TABLE `auth_group` (`id` integer AUTO_INCREMENT NOT NULL PRIMARY KEY, `name` varchar(80) NOT NULL UNIQUE); (params None)
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.024) CREATE TABLE `auth_group` (`id` integer AUTO_INCREMENT NOT NULL PRIMARY KEY, `name` varchar(80) NOT NULL UNIQUE); args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] CREATE TABLE `auth_group_permissions` (`id` bigint AUTO_INCREMENT NOT NULL PRIMARY KEY, `group_id` integer NOT NULL, `permission_id` integer NOT NULL); (params None)
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.016) CREATE TABLE `auth_group_permissions` (`id` bigint AUTO_INCREMENT NOT NULL PRIMARY KEY, `group_id` integer NOT NULL, `permission_id` integer NOT NULL); args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT engine
            FROM information_schema.tables
            WHERE
                table_name = 'auth_group_permissions' AND
                table_schema = DATABASE()
            ; args=['auth_group_permissions']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT engine
            FROM information_schema.tables
            WHERE
                table_name = 'auth_group_permissions' AND
                table_schema = DATABASE()
            ; args=['auth_group_permissions']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] CREATE TABLE `auth_user` (`id` integer AUTO_INCREMENT NOT NULL PRIMARY KEY, `password` varchar(128) NOT NULL, `last_login` datetime(6) NOT NULL, `is_superuser` bool NOT NULL, `username` varchar(30) NOT NULL UNIQUE, `first_name` varchar(30) NOT NULL, `last_name` varchar(30) NOT NULL, `email` varchar(75) NOT NULL, `is_staff` bool NOT NULL, `is_active` bool NOT NULL, `date_joined` datetime(6) NOT NULL); (params None)
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.019) CREATE TABLE `auth_user` (`id` integer AUTO_INCREMENT NOT NULL PRIMARY KEY, `password` varchar(128) NOT NULL, `last_login` datetime(6) NOT NULL, `is_superuser` bool NOT NULL, `username` varchar(30) NOT NULL UNIQUE, `first_name` varchar(30) NOT NULL, `last_name` varchar(30) NOT NULL, `email` varchar(75) NOT NULL, `is_staff` bool NOT NULL, `is_active` bool NOT NULL, `date_joined` datetime(6) NOT NULL); args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] CREATE TABLE `auth_user_groups` (`id` bigint AUTO_INCREMENT NOT NULL PRIMARY KEY, `user_id` integer NOT NULL, `group_id` integer NOT NULL); (params None)
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.016) CREATE TABLE `auth_user_groups` (`id` bigint AUTO_INCREMENT NOT NULL PRIMARY KEY, `user_id` integer NOT NULL, `group_id` integer NOT NULL); args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT engine
            FROM information_schema.tables
            WHERE
                table_name = 'auth_user_groups' AND
                table_schema = DATABASE()
            ; args=['auth_user_groups']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT engine
            FROM information_schema.tables
            WHERE
                table_name = 'auth_user_groups' AND
                table_schema = DATABASE()
            ; args=['auth_user_groups']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] CREATE TABLE `auth_user_user_permissions` (`id` bigint AUTO_INCREMENT NOT NULL PRIMARY KEY, `user_id` integer NOT NULL, `permission_id` integer NOT NULL); (params None)
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.019) CREATE TABLE `auth_user_user_permissions` (`id` bigint AUTO_INCREMENT NOT NULL PRIMARY KEY, `user_id` integer NOT NULL, `permission_id` integer NOT NULL); args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT engine
            FROM information_schema.tables
            WHERE
                table_name = 'auth_user_user_permissions' AND
                table_schema = DATABASE()
            ; args=['auth_user_user_permissions']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT engine
            FROM information_schema.tables
            WHERE
                table_name = 'auth_user_user_permissions' AND
                table_schema = DATABASE()
            ; args=['auth_user_user_permissions']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_permission` ADD CONSTRAINT `auth_permission_content_type_id_codename_01ab375a_uniq` UNIQUE (`content_type_id`, `codename`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.022) ALTER TABLE `auth_permission` ADD CONSTRAINT `auth_permission_content_type_id_codename_01ab375a_uniq` UNIQUE (`content_type_id`, `codename`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_permission` ADD CONSTRAINT `auth_permission_content_type_id_2f476e4b_fk_django_co` FOREIGN KEY (`content_type_id`) REFERENCES `django_content_type` (`id`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.073) ALTER TABLE `auth_permission` ADD CONSTRAINT `auth_permission_content_type_id_2f476e4b_fk_django_co` FOREIGN KEY (`content_type_id`) REFERENCES `django_content_type` (`id`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_group_permissions` ADD CONSTRAINT `auth_group_permissions_group_id_permission_id_0cd325b0_uniq` UNIQUE (`group_id`, `permission_id`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.025) ALTER TABLE `auth_group_permissions` ADD CONSTRAINT `auth_group_permissions_group_id_permission_id_0cd325b0_uniq` UNIQUE (`group_id`, `permission_id`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_group_permissions` ADD CONSTRAINT `auth_group_permissions_group_id_b120cbf9_fk_auth_group_id` FOREIGN KEY (`group_id`) REFERENCES `auth_group` (`id`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.052) ALTER TABLE `auth_group_permissions` ADD CONSTRAINT `auth_group_permissions_group_id_b120cbf9_fk_auth_group_id` FOREIGN KEY (`group_id`) REFERENCES `auth_group` (`id`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_group_permissions` ADD CONSTRAINT `auth_group_permissio_permission_id_84c5c92e_fk_auth_perm` FOREIGN KEY (`permission_id`) REFERENCES `auth_permission` (`id`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.045) ALTER TABLE `auth_group_permissions` ADD CONSTRAINT `auth_group_permissio_permission_id_84c5c92e_fk_auth_perm` FOREIGN KEY (`permission_id`) REFERENCES `auth_permission` (`id`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_user_groups` ADD CONSTRAINT `auth_user_groups_user_id_group_id_94350c0c_uniq` UNIQUE (`user_id`, `group_id`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.013) ALTER TABLE `auth_user_groups` ADD CONSTRAINT `auth_user_groups_user_id_group_id_94350c0c_uniq` UNIQUE (`user_id`, `group_id`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_user_groups` ADD CONSTRAINT `auth_user_groups_user_id_6a12ed8b_fk_auth_user_id` FOREIGN KEY (`user_id`) REFERENCES `auth_user` (`id`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.041) ALTER TABLE `auth_user_groups` ADD CONSTRAINT `auth_user_groups_user_id_6a12ed8b_fk_auth_user_id` FOREIGN KEY (`user_id`) REFERENCES `auth_user` (`id`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_user_groups` ADD CONSTRAINT `auth_user_groups_group_id_97559544_fk_auth_group_id` FOREIGN KEY (`group_id`) REFERENCES `auth_group` (`id`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.044) ALTER TABLE `auth_user_groups` ADD CONSTRAINT `auth_user_groups_group_id_97559544_fk_auth_group_id` FOREIGN KEY (`group_id`) REFERENCES `auth_group` (`id`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_user_user_permissions` ADD CONSTRAINT `auth_user_user_permissions_user_id_permission_id_14a6b632_uniq` UNIQUE (`user_id`, `permission_id`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.016) ALTER TABLE `auth_user_user_permissions` ADD CONSTRAINT `auth_user_user_permissions_user_id_permission_id_14a6b632_uniq` UNIQUE (`user_id`, `permission_id`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_user_user_permissions` ADD CONSTRAINT `auth_user_user_permissions_user_id_a95ead1b_fk_auth_user_id` FOREIGN KEY (`user_id`) REFERENCES `auth_user` (`id`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.041) ALTER TABLE `auth_user_user_permissions` ADD CONSTRAINT `auth_user_user_permissions_user_id_a95ead1b_fk_auth_user_id` FOREIGN KEY (`user_id`) REFERENCES `auth_user` (`id`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_user_user_permissions` ADD CONSTRAINT `auth_user_user_permi_permission_id_1fbb5f2c_fk_auth_perm` FOREIGN KEY (`permission_id`) REFERENCES `auth_permission` (`id`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.042) ALTER TABLE `auth_user_user_permissions` ADD CONSTRAINT `auth_user_user_permi_permission_id_1fbb5f2c_fk_auth_perm` FOREIGN KEY (`permission_id`) REFERENCES `auth_permission` (`id`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.003) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('auth', '0001_initial', '2023-06-16 13:03:07.592671'); args=['auth', '0001_initial', '2023-06-16 13:03:07.592671']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] CREATE TABLE `django_admin_log` (`id` integer AUTO_INCREMENT NOT NULL PRIMARY KEY, `action_time` datetime(6) NOT NULL, `object_id` longtext NULL, `object_repr` varchar(200) NOT NULL, `action_flag` smallint UNSIGNED NOT NULL CHECK (`action_flag` >= 0), `change_message` longtext NOT NULL, `content_type_id` integer NULL, `user_id` integer NOT NULL); (params None)
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.019) CREATE TABLE `django_admin_log` (`id` integer AUTO_INCREMENT NOT NULL PRIMARY KEY, `action_time` datetime(6) NOT NULL, `object_id` longtext NULL, `object_repr` varchar(200) NOT NULL, `action_flag` smallint UNSIGNED NOT NULL CHECK (`action_flag` >= 0), `change_message` longtext NOT NULL, `content_type_id` integer NULL, `user_id` integer NOT NULL); args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT engine
            FROM information_schema.tables
            WHERE
                table_name = 'django_admin_log' AND
                table_schema = DATABASE()
            ; args=['django_admin_log']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT engine
            FROM information_schema.tables
            WHERE
                table_name = 'django_admin_log' AND
                table_schema = DATABASE()
            ; args=['django_admin_log']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `django_admin_log` ADD CONSTRAINT `django_admin_log_content_type_id_c4bce8eb_fk_django_co` FOREIGN KEY (`content_type_id`) REFERENCES `django_content_type` (`id`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.050) ALTER TABLE `django_admin_log` ADD CONSTRAINT `django_admin_log_content_type_id_c4bce8eb_fk_django_co` FOREIGN KEY (`content_type_id`) REFERENCES `django_content_type` (`id`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `django_admin_log` ADD CONSTRAINT `django_admin_log_user_id_c564eba6_fk_auth_user_id` FOREIGN KEY (`user_id`) REFERENCES `auth_user` (`id`); (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.051) ALTER TABLE `django_admin_log` ADD CONSTRAINT `django_admin_log_user_id_c564eba6_fk_auth_user_id` FOREIGN KEY (`user_id`) REFERENCES `auth_user` (`id`); args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.003) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('admin', '0001_initial', '2023-06-16 13:03:07.732900'); args=['admin', '0001_initial', '2023-06-16 13:03:07.732900']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.003) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('admin', '0002_logentry_remove_auto_add', '2023-06-16 13:03:07.744644'); args=['admin', '0002_logentry_remove_auto_add', '2023-06-16 13:03:07.744644']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.002) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('admin', '0003_logentry_add_action_flag_choices', '2023-06-16 13:03:07.755577'); args=['admin', '0003_logentry_add_action_flag_choices', '2023-06-16 13:03:07.755577']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `django_content_type` MODIFY `name` varchar(100) NULL; (params [])
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.037) ALTER TABLE `django_content_type` MODIFY `name` varchar(100) NULL; args=[]; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:161] (0.000) BEGIN; args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:161] (0.000) COMMIT; args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `django_content_type` DROP COLUMN `name`; (params ())
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.017) ALTER TABLE `django_content_type` DROP COLUMN `name`; args=(); alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.003) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('contenttypes', '0002_remove_content_type_name', '2023-06-16 13:03:07.833126'); args=['contenttypes', '0002_remove_content_type_name', '2023-06-16 13:03:07.833126']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_permission` MODIFY `name` varchar(255) NOT NULL; (params [])
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.053) ALTER TABLE `auth_permission` MODIFY `name` varchar(255) NOT NULL; args=[]; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.003) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('auth', '0002_alter_permission_name_max_length', '2023-06-16 13:03:07.897854'); args=['auth', '0002_alter_permission_name_max_length', '2023-06-16 13:03:07.897854']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_user` MODIFY `email` varchar(254) NOT NULL; (params [])
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.019) ALTER TABLE `auth_user` MODIFY `email` varchar(254) NOT NULL; args=[]; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.003) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('auth', '0003_alter_user_email_max_length', '2023-06-16 13:03:07.932820'); args=['auth', '0003_alter_user_email_max_length', '2023-06-16 13:03:07.932820']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.002) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.002) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('auth', '0004_alter_user_username_opts', '2023-06-16 13:03:07.945054'); args=['auth', '0004_alter_user_username_opts', '2023-06-16 13:03:07.945054']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_user` MODIFY `last_login` datetime(6) NULL; (params [])
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.037) ALTER TABLE `auth_user` MODIFY `last_login` datetime(6) NULL; args=[]; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.003) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('auth', '0005_alter_user_last_login_null', '2023-06-16 13:03:07.993738'); args=['auth', '0005_alter_user_last_login_null', '2023-06-16 13:03:07.993738']; alias=default
[16/Jun/2023 16:03:07] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:08] DEBUG [django.db.backends:131] (0.002) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('auth', '0006_require_contenttypes_0002', '2023-06-16 13:03:07.998487'); args=['auth', '0006_require_contenttypes_0002', '2023-06-16 13:03:07.998487']; alias=default
[16/Jun/2023 16:03:08] DEBUG [django.db.backends:131] (0.001) 
            SELECT
                table_name,
                table_type,
                table_comment
            FROM information_schema.tables
            WHERE table_schema = DATABASE()
            ; args=None; alias=default
[16/Jun/2023 16:03:08] DEBUG [django.db.backends:131] (0.003) INSERT INTO `django_migrations` (`app`, `name`, `applied`) VALUES ('auth', '0007_alter_validators_add_error_messages', '2023-06-16 13:03:08.010385'); args=['auth', '0007_alter_validators_add_error_messages', '2023-06-16 13:03:08.010385']; alias=default
[16/Jun/2023 16:03:08] DEBUG [django.db.backends.schema:188] ALTER TABLE `auth_user` MODIFY `username` varchar(150) NOT NULL; (params [])
